behavior_id	feature_id	expectation	modes	platforms	level	evidence
navigation-mode-switch	platform-navigation	モード切替は確認後だけ世代を更新し切替前結果を破棄する	BOTH	IOS	IOS_UI	iosApp/iosAppUITests/IosAppUITests.swift#testFutachaModeSwitchDialogExplainsCompatibilityProfile
accessibility-device-matrix	accessibility-layout	画面サイズ・システムInsets・操作可能領域・読み上げラベルを回転、最大文字、両ナビゲーションで実機確認する	BOTH	BOTH	DEVICE	PRIVATE_DEVICE_EVIDENCE#DEVICE-ACCESSIBILITY
cookies-persist-list	cookies	永続Cookieの破損復旧・一覧・削除を再起動可能な保存領域で往復する	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/network/PersistentCookieStorageTest.kt#listCookies_restoresFromBackupWhenPrimaryFileIsCorrupted;shared/src/commonTest/kotlin/network/PersistentCookieStorageTest.kt#removeCookie_and_clearAll_updatePersistedStorage
cookies-post-recovery	cookies	投稿時再取得は投稿Cookieが不足・期限切れの場合だけ初期化を再実行する	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/repo/DefaultBoardRepositoryTest.kt#postOperationsRetryCookieSetupWhenSetupNeverSucceeds;shared/src/commonTest/kotlin/ui/board/PostingFailureSupportTest.kt#cookieActionIsOfferedOnlyForExplicitCookieRecoveryFailures
archive-history-io	archive	履歴入出力は選択スナップショットだけを復元しパストラバーサルを拒否する	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/repository/HistoryArchiveImportSupportTest.kt#importHistoryArchive_importsOnlySelectedSnapshots;shared/src/commonTest/kotlin/repository/HistoryArchiveImportSupportTest.kt#historyArchiveRelativePathsRejectEscapesAndPlatformAmbiguity
archive-past-gone	archive	過去ログ候補を検証し消滅判定は404・410だけをGoneとして扱う	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/network/ArchiveSearchTest.kt#searchInqueuetArchiveThreads_filtersSearchResultsReturning404EvenWithThumb;shared/src/commonTest/kotlin/ui/compat/CompatThreadFetchTest.kt#transientLiveFailureDoesNotMarkArchiveCopyAsGone
archive-report-queue	archive	報告キューは送信内容・並び・再試行・永続エラーを境界内に制限する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/ArchiveReportProtocolTest.kt#payloadIsSortedDeterministicAndBounded;shared/src/commonTest/kotlin/compat/ArchiveReportProtocolTest.kt#responsePolicyCoversSuccessSplitRetryAndConfigurationHolds
ai-deep-link	ai-actions	Deep Linkは許可scheme・host・長さ・actionだけをAIコマンドへ変換する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ai/FutachaAiCommandTest.kt#oversizedDeepLinkIsRejectedBeforeParsing;shared/src/commonTest/kotlin/ai/FutachaAiCommandTest.kt#parseDeepLinkRejectsNonFutachaAiScheme
ai-summary-moderation	ai-actions	要約とモデレーションはURLを除外し過大入力を分割して不正な応答行を捨てる	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ai/ThreadSummarySupportTest.kt#buildThreadSummarySourceTextStripsUrlsFromPostBody;shared/src/commonTest/kotlin/ai/PostModerationSupportTest.kt#buildPostModerationSourceChunksSplitsWithoutDroppingPosts;shared/src/commonTest/kotlin/ai/PostModerationSupportTest.kt#parsePostModerationResponseKeepsOnlyHideRows
billing-products	billing	任意支援の商品取得・購入・キャンセル・終了は支援状態による機能差を作らない	BOTH	BOTH	DEVICE	PRIVATE_DEVICE_EVIDENCE#DEVICE-BILLING
watch-sync-phone	watch	Watch同期とPhone連携は板・スレ・読み上げ状態を往復し切断後に再同期する	BOTH	BOTH	DEVICE	PRIVATE_DEVICE_EVIDENCE#DEVICE-WATCH
privacy-filter-device	privacy-safety	プライバシーフィルタの表示・永続化・画面遷移後の適用を両モードで確認する	BOTH	BOTH	DEVICE	PRIVATE_DEVICE_EVIDENCE#DEVICE-PRIVACY
telemetry-analytics	telemetry	Analyticsは本文やURLを送らず粗い件数と匿名セッションだけを記録する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/analytics/AnalyticsContextTest.kt#textMetadataOnlyReportsCoarseStructure;shared/src/commonTest/kotlin/analytics/AnalyticsContextTest.kt#sessionContextIdIsStableWithinTheProcessButDoesNotExposeTheSource
telemetry-crash	telemetry	Crashは元例外メッセージとURLを除去し通常例外だけをSDK境界へ渡す	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/analytics/CrashReporterSupportTest.kt#sanitizedExceptionMessageOmitsOriginalMessageAndUrl;shared/src/commonTest/kotlin/analytics/AnalyticsSdkCallSupportTest.kt#sdkBoundaryCapturesOrdinaryExceptions
telemetry-performance	telemetry	Performanceの境界と無効時安全性は成功値・失敗・キャンセルを変更しない	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/analytics/PerformanceTrackerTest.kt#measure_preservesSuccessfulResultAndOriginalFailure;shared/src/commonTest/kotlin/analytics/PerformanceTrackerTest.kt#measureSuspend_propagatesCancellation
thread-search	thread-interaction	検索は件名・名前・ID・本文を対象にし重複IDも別投稿として保持する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/board/ThreadScreenLoadLogicTest.kt#buildThreadSearchTargets_includesSubjectAuthorPosterIdAndBody;shared/src/commonTest/kotlin/ui/board/ThreadScreenLoadLogicTest.kt#buildThreadSearchMatches_keepsDuplicatePostIdsSeparateByIndex
thread-search-navigation	thread-interaction	検索結果移動は前後を循環しフィルター後の表示位置へスクロールする	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/board/ThreadScreenLoadLogicTest.kt#nextAndPreviousThreadSearchResultIndex_wrapAround;shared/src/commonTest/kotlin/ui/board/ThreadSearchScrollSupportTest.kt#resolveTargetReturnsNullWhenPostIsFilteredOut
thread-quote-preview	thread-interaction	引用プレビューは複数対象を遅延表示し重複IDでも安定キーを保つ	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/board/ThreadScreenLoadLogicTest.kt#quotePreviewPagingShowsInitialPageAndAdditionalTargetsOnDemand;shared/src/commonTest/kotlin/ui/board/ThreadScreenLoadLogicTest.kt#quotePreviewLazyKeysIncludeIndexForDuplicatePostIds
thread-quote-reply	thread-interaction	引用返信は選択本文がある場合だけ返信下書きへ引用行を追加する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/board/ThreadScreenInteractionLogicTest.kt#appendQuoteSelectionToReplyDraft_updatesCommentOnlyWhenSelectionExists
thread-filter-sort	thread-interaction	絞り込みとソートはヘッダー・ワード・件数条件を適用しソート条件を一つに制限する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/board/ThreadScreenSaveActionLogicTest.kt#threadFilterHelpers_matchExpectedPostsAndSorts;shared/src/commonTest/kotlin/ui/board/ThreadScreenSaveActionLogicTest.kt#updateThreadFilterSelection_enforcesSingleSortOption
thread-post-actions	thread-interaction	投稿アクションはそうだね・DEL・本人削除・NG登録の対象と確認状態を正しく生成する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/board/ThreadScreenLoadLogicTest.kt#threadPostActionHelpers_resolveSaidaneDelAndNgRegistrationState;shared/src/commonTest/kotlin/ui/board/ThreadScreenInteractionLogicTest.kt#threadPostOverlayHelpers_reduceActionSheetDialogQuoteAndNgState
draft-create-thread	reply-drafts	スレ立て下書きは画面再構成を跨いで復元し送信成功後にクリアする	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/ui/board/CatalogScreenSupportTest.kt#createThreadDraftSaver_roundTripsDraftState;shared/src/commonTest/kotlin/ui/board/CatalogScreenSupportTest.kt#catalogExecutionSupport_createThreadSubmitResetsDraftAndRefreshes
draft-reply	reply-drafts	返信下書きは自動入力・引用・表示状態・送信状態を一貫して更新する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/board/ThreadScreenRuntimeLogicTest.kt#threadReplyDraftHelpers_applyAutofillAndClearRules;shared/src/commonTest/kotlin/ui/board/ThreadScreenRuntimeLogicTest.kt#threadReplyDialogHelpers_reduceVisibilityDraftQuoteAndSubmitState
draft-attachments	reply-drafts	画像動画添付は両モードの返信フォームから選択操作へ到達できる	BOTH	IOS	IOS_UI	iosApp/iosAppUITests/IosAppUITests.swift#testFutachaProfileReachesForeground;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiCompatibilityProfileReachesForeground
draft-clear-device	reply-drafts	送信後クリアと失敗時保持を実投稿可能なテスト板で画像動画添付込みで確認する	BOTH	BOTH	DEVICE	PRIVATE_DEVICE_EVIDENCE#DEVICE-POSTING-DRAFT
saved-list-state	saved-threads	一覧と状態表示は読込中・失敗・空・データ有りと保存状態ラベルを区別する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/board/SavedThreadsScreenTest.kt#resolveSavedThreadsContentState_prioritizesLoadingThenErrorThenEmptyThenData;shared/src/commonTest/kotlin/ui/board/SavedThreadsScreenTest.kt#savedThreadStatusLabel_returnsExpectedLabels
saved-offline-open	saved-threads	オフライン閲覧は保存先種別ごとのローカルパスを解決し欠損時だけ元URLへ戻す	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/model/SavedThreadExtensionsTest.kt#toThreadPage_resolvesPathSaveLocationMediaPaths;shared/src/commonTest/kotlin/model/SavedThreadExtensionsTest.kt#toThreadPage_fallsBackToOriginalUrls_whenLocalPathsAreMissing
saved-delete-one	saved-threads	個別削除は同じスレIDを持つ別板を残して対象ディレクトリとindexだけを削除する	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/ui/board/SavedThreadsScreenTest.kt#deleteSavedThreadAndReload_deletesOnlyMatchingBoardWhenThreadIdsOverlap;shared/src/commonTest/kotlin/repository/SavedThreadRepositoryTest.kt#deleteThread_removesStoredDirectoryAndIndexEntry
saved-delete-all	saved-threads	一括削除は全保存ディレクトリ・index・孤立ステージングを除去する	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/repository/SavedThreadRepositoryTest.kt#deleteAllThreads_clearsDirectoriesAndIndex;shared/src/commonTest/kotlin/repository/SavedThreadRepositoryTest.kt#purgeAllStorage_removesOrphansStagingAndIndexBackups
saved-capacity	saved-threads	保存容量は読込完了後だけ合計を表示し削除後に再計算する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/board/SavedThreadsScreenTest.kt#buildSavedThreadsSummaryText_hidesWhileLoading;shared/src/commonTest/kotlin/ui/board/SavedThreadsScreenTest.kt#deleteSavedThreadAndReload_returnsUpdatedSnapshot
storage-location	storage-integration	保存先とディレクトリ選択はプラットフォーム能力と選択方式から表示・起動可否を決める	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/board/GlobalSettingsSupportTest.kt#resolveSaveDirectoryPickerState_reflectsPlatformAndLauncherAvailability;shared/src/commonTest/kotlin/ui/board/SavePathDisplaySupportTest.kt#saveDestinationLabels_andHints_reflectSelectionAndPlatform
storage-file-manager	storage-integration	優先ファイラーは重複packageを除去し永続化失敗時に以前の選択を保持する	BOTH	ANDROID	INTEGRATION	shared/src/commonTest/kotlin/ui/board/FileManagerPickerSupportTest.kt#distinctFileManagerPackagesKeepsFirstNonBlankPackage;shared/src/commonTest/kotlin/state/AppStateStoreTest.kt#setPreferredFileManager_preservesPreviousSelectionWhenPersistenceFails
storage-permission	storage-integration	権限拒否・選択キャンセル・優先ファイラー起動失敗時のフォールバックを実機確認する	BOTH	BOTH	DEVICE	PRIVATE_DEVICE_EVIDENCE#DEVICE-EXTERNAL-APP
storage-traversal	storage-integration	パストラバーサル防止は履歴アーカイブとiOS保存先の相対パス逸脱を拒否する	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/repository/HistoryArchiveImportSupportTest.kt#historyArchiveRelativePathsRejectEscapesAndPlatformAmbiguity;shared/src/iosTest/kotlin/util/IosFileSystemSaveLocationTest.kt#pathSaveLocationSupportsStreamingRoundTripAndRejectsTraversal
updates-check	updates-notifications	更新確認は既定ON・無効化可能でモード切替後も共有設定へ永続化し、OFF時も緊急判定に必要な確認だけ行う	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/state/AppStateStoreTest.kt#updateCheckDefaultsOnAndCanBeDisabled;shared/src/commonTest/kotlin/ui/FutachaAppTest.kt#futachaRuntimeHelpers_fetchUpdateInfoHandlesSuccessFailureAndNull;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#compatibilityUpdateCheckSettingPersistsSharedStartupGate
updates-android-in-app	updates-notifications	Androidのアプリ内更新はPlay認識当日からFlexible、7日または優先度4以上でImmediateを選び、OFFでも緊急更新を開始し、許可されない方式から安全にフォールバックする	BOTH	ANDROID	UNIT	app-android/src/test/java/com/valoser/futacha/AndroidInAppUpdatePolicyTest.kt#newlyRecognizedUpdateUsesFlexibleFlowImmediately;app-android/src/test/java/com/valoser/futacha/AndroidInAppUpdatePolicyTest.kt#updateBecomesEmergencyAtDaySeven;app-android/src/test/java/com/valoser/futacha/AndroidInAppUpdatePolicyTest.kt#playPriorityFourIsEmergencyImmediately;app-android/src/test/java/com/valoser/futacha/AndroidInAppUpdatePolicyTest.kt#highPriorityUpdateFallsBackToFlexibleWhenImmediateFlowIsNotAllowed
updates-ios-app-store	updates-notifications	iOSのアプリ内更新案内はApp Storeの公開版と日時を基準に0〜6日は後回し可能、7日以降は設定OFFでもストア更新が完了するまで必須案内とし、ストア未掲載・通信失敗時はアプリをブロックしない	BOTH	IOS	UNIT	shared/src/commonTest/kotlin/version/VersionCheckerTest.kt#iosUpdatePrompt_isFlexibleUntilDaySevenAndImmediateAfterward;shared/src/commonTest/kotlin/version/VersionCheckerTest.kt#updateStaleness_usesCompletedDaysAndClampsFutureDates;shared/src/commonTest/kotlin/ui/FutachaAppTest.kt#futachaRuntimeHelpers_fetchUpdateInfoHandlesSuccessFailureAndNull
updates-android-in-app-ui	updates-notifications	Android実行環境でFlexible確認・完了通知、7日後のImmediate、設定OFF時の通常抑止と緊急更新、実Google Playサービス応答を通す	BOTH	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/AndroidInAppUpdateControllerInstrumentedTest.kt#newlyAvailableUpdateStartsFlexibleAndReportsCompletedDownload;app-android/src/androidTest/java/com/valoser/futacha/AndroidInAppUpdateControllerInstrumentedTest.kt#sevenDayOldUpdateStartsImmediateFlow;app-android/src/androidTest/java/com/valoser/futacha/AndroidInAppUpdateControllerInstrumentedTest.kt#optionalUpdateIsSuppressedWhenSettingIsOff;app-android/src/androidTest/java/com/valoser/futacha/AndroidInAppUpdateControllerInstrumentedTest.kt#emergencyUpdateStartsWhenSettingIsOff;app-android/src/androidTest/java/com/valoser/futacha/AndroidInAppUpdateControllerInstrumentedTest.kt#realGooglePlayBackendCompletesUpdateInfoRequest
updates-ios-app-store-ui	updates-notifications	iOS実行環境でFlexibleの後回し、Immediateの外側タップ抑止、両モードで設定OFFを上書きする緊急表示、実機App Store遷移を通す	BOTH	IOS	IOS_UI	iosApp/iosAppUITests/IosAppUITests.swift#testIosFlexibleUpdatePromptCanBeDeferred;iosApp/iosAppUITests/IosAppUITests.swift#testIosImmediateUpdatePromptCannotBeDismissed;iosApp/iosAppUITests/IosAppUITests.swift#testIosImmediateUpdatePromptOverridesDisabledSetting;iosApp/iosAppUITests/IosAppUITests.swift#testIosUpdateActionOpensAppStoreOnPhysicalDevice
updates-version	updates-notifications	バージョン比較は巨大数・pre-release・build metadataをオーバーフローなく判定する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/version/VersionCheckerTest.kt#isNewerVersion_comparesLargeNumericPreReleaseIdentifiersWithoutOverflow;shared/src/commonTest/kotlin/version/VersionCheckerTest.kt#isNewerVersion_ignoresHyphensInsideBuildMetadata
notifications-ledger	updates-notifications	監視通知は既通知を重複抑止し破損・過大ledgerを保存上限内へ修復する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/service/WatchAlertNotificationLedgerTest.kt#filterNewMatchesReadsLegacyKeys;shared/src/commonTest/kotlin/service/WatchAlertNotificationLedgerTest.kt#serializationNeverExceedsPersistenceBudget
notifications-permission	updates-notifications	通知権限はAndroidバージョン・許可状態・有効化操作に応じて説明と要求を分岐する	BOTH	ANDROID	UNIT	app-android/src/test/java/com/valoser/futacha/WatchAlertPermissionDecisionTest.kt#android13PlusExplainsBeforeRequestingAnAbsentPermission;app-android/src/test/java/com/valoser/futacha/WatchAlertPermissionDecisionTest.kt#anAlreadyGrantedPermissionEnablesWithoutAnotherPrompt
notifications-tap	updates-notifications	タップ復帰は通知から既存Rootを再利用しモード・スレを意図せず上書きしない	BOTH	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/WatchAlertNotificationContractInstrumentedTest.kt#contentIntentResumesCurrentRootWithoutProfileOrThreadRoutingData
notifications-device	updates-notifications	iOSとAndroidで監視通知の受信・タップ復帰・拒否・重複抑止を実サービス確認する	BOTH	BOTH	DEVICE	PRIVATE_DEVICE_EVIDENCE#DEVICE-NOTIFICATIONS
thread-tools-android-ui	thread-interaction	Androidで検索・添付一覧・絞り込みを順に開閉して同じスレへ復帰する	FUTACHA	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/MainActivitySmokeTest.kt#historyEntry_searchGalleryAndFilter_openAndReturnToThread
thread-tools-ios-ui	thread-interaction	iOSふたちゃで検索結果移動・絞り込みを開閉してスレ本文へ復帰する	FUTACHA	IOS	IOS_UI	iosApp/iosAppUITests/IosAppUITests.swift#testFutachaThreadSearchAndFilterOpenAndReturnToContent
thread-tools-compat-ios-ui	thread-interaction	iOSとしあき仮で検索結果移動・画像一覧を開閉してスレPagerへ復帰する	TOSHIAKI_COMPAT	IOS	IOS_UI	iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiThreadSearchAndGalleryOpenAndReturnToPager
compat-toolbar-reference-icons	settings	としあき仮のCatalog・Thread・Viewer・Postツールバーは異なる機能へ同じ代替アイコンを流用せずsampleの意味別アイコンを維持する	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#referenceToolbarKeepsDifferentCommandsOnDifferentGlyphs
compat-toolbar-reference-exact-icons	settings	としあき仮のカタログ下部で「リロード前に戻す」は1.apkの折返し矢印、「消えたスレ」は破線付き時計を表示し、別操作として後者の専用画面を開く	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#catalogUndoAndDroppedIconsKeepTheExactFinalApkArtwork;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#catalogDroppedCommandShowsTrackedThreadAndKeepsCurrentCatalog;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiCatalogSeparatesUndoAndDroppedThreadCommands
compat-toolbar-scroll-screen-icons	settings	としあき仮の「スクロールバー」は1.apkの横棒と丸、「画面モード」は四方向矢印付き画面を表示し、同じ回転アイコンを共用しない	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#threadScrollAndViewerScreenKeepTheirDifferentFinalApkSilhouettes;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#allReferenceToolbarEditorsUseTwoBottomPreviewsAndPersistImmediately;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiThreadScrollAndViewerScreenUseSeparateReferenceIcons
compat-toolbar-reference-all-artwork	settings	としあき仮のCatalog・Thread・Viewer・Postツールバーは全master keyで1.apkの表面別画像を使い、タブ更新・通信軽量化・NG・自動スクロール・添付の状態に応じて実画像を切り替える	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#everyReferenceToolbarCommandUsesSurfaceSpecificFinalApkArtwork;shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#referenceToolbarStateChangesSwapTheActualFinalApkResources;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#catalogToolbarRendersAndSwapsTheReferenceStateArtwork;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiThreadScrollAndViewerScreenUseSeparateReferenceIcons
compat-catalog-dropped-reference-detail	catalog	1.apkの消えたスレ専用画面で板名付き題名・存在時刻見出し・60dpサムネ・テーマ本文色・落ち分類・res数・長押し一括削除・Catalog復帰を再現する	TOSHIAKI_COMPAT	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#catalogDroppedCommandShowsTrackedThreadAndKeepsCurrentCatalog
compat-catalog-extract-reference-screen	catalog	old.apkと1.apkの監視ワード入口から直接スレッド監視N個画面を開き60dp行・全板アイコン・検索・10文字追加・説明・編集・削除・全削除を再現する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#catalogExtractReferenceScreenUsesDirectActivityFlowAndExactDialogs;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiCatalogWatchWordsMatchesReferenceActivityAndAddDialog
compat-catalog-ignore-reference-screen	catalog	old.apkと1.apkのＮＧワード専用画面で60dp行・全板アイコン・検索・10文字追加・説明・編集・削除・全板横断の全削除を再現する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatibilityCatalogNgManagementTest.kt#referenceManagersFilterByBoardAndUseTheReferenceOrdering;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#catalogIgnoreReferenceScreenUsesAliasesScopeIconsAndExactEditors;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiCatalogNgManagersMatchReferenceSeparateActivities
compat-catalog-refuse-reference-screen	catalog	old.apkと1.apkのＮＧスレッド専用画面で新しい順の題名＋URL行・検索・個別確認・全板横断の全削除を再現し追加操作を表示しない	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatibilityCatalogNgManagementTest.kt#referenceRowsPreserveTypedWordsAndShowRefuseTitleWithUrl;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#catalogRefuseReferenceScreenShowsTitleUrlAndConfirmsEveryDeletion;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiCatalogNgManagersMatchReferenceSeparateActivities
compat-catalog-ng-registration	catalog	カタログ長押しのＮＧスレッド・ＮＧワード登録を専用管理画面へ即時反映し旧種別も見失わず実際のカタログ非表示判定へ使う	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatibilityCatalogNgManagementTest.kt#referenceManagersIncludeRulesWrittenByOldAndCurrentFutachaSchemas;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#catalogContextRegistrationImmediatelyFeedsReferenceNgManagers
compat-thread-ng-reference-screens	thread-interaction	old.apkと1.apkのＮＧヘッダー／ＮＧワード専用画面で60dp行・全スレッドアイコン・検索・20文字追加・編集・削除・全スレッド横断全削除を再現する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatibilityThreadNgManagementTest.kt#referenceManagersShowGlobalAndCurrentThreadRulesInDisplayedWordOrder;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#threadReferenceNgManagersMatchDedicatedActivitiesScopesEditorsAndGlobalClear;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiThreadNgManagersMatchReferenceDedicatedActivities
compat-thread-ng-registration	thread-interaction	本文長押しNG登録は題名・名前・ID・IP・No.・本文を生値の参照順で表示しヘッダー／ワード専用管理画面と非表示判定へ即時反映する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatibilityThreadNgManagementTest.kt#longPressRegistrationUsesRawReferenceRowsAndReferenceTables;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#threadLongPressNgRegistrationUsesRawReferenceRowsAndFeedsHeaderManager
compat-tab-toolbar-update-badge	updates-notifications	としあき仮のカタログ・スレ下部にあるタブ一覧ボタンは生存スレに未読更新がある時だけ赤い更新badgeを表示する	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatToolbarUpdateBadgeTest.kt#tabButtonShowsUpdateOnlyForUnreadLiveThreads
compat-help-reference-title	settings	としあき仮のヘルプ画面タイトルはsampleと同じ「ヘルプ」としモード名を付加しない	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#helpUsesTheUnprefixedReferenceTitle
compat-close-notification	thread-interaction	単一スレ終了は通知せず複数スレ一括終了時だけ件数と復元操作を表示する	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatThreadUpdatePresentationTest.kt#closeToastIsSilentForOneThreadAndShownOnlyForBatchClose
compat-auto-scroll-reference	thread-interaction	オートスクロールはタッチ後5秒休止し末尾到達12秒後に再取得し落ちスレでは停止する	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatThreadUpdatePresentationTest.kt#autoScrollMatchesReferenceTouchPauseAndBottomReloadPolicy
compat-video-double-tap	gallery-viewer	動画Viewerは操作ボタンと左右半分ダブルタップの両方を10秒戻し／10秒送りに統一し再生範囲外へ出ない	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/board/VideoPlayerSupportTest.kt#referenceViewerDoubleTapSeeksTenSecondsAndClampsAtMediaEdges
compat-webm-direct-playback	gallery-viewer	としあき仮は1.apkで廃止されたWebM→存在未確認MP4の推測を行わず投稿にあるWebM URLを直接再生する	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatMediaSupportTest.kt#removedWebmMp4SwitchNeverProbesAnInventedUrl
compat-board-default-text	thread-interaction	板ごとの既定名と題名は20レス以上の厳密過半数から学習し標準値と合わせて非表示判定へ使う	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatBoardDefaultTextTest.kt#learnsOnlyAStrictMajorityAfterTwentyPostsLikeReferenceApk;shared/src/commonTest/kotlin/compat/CompatBoardDefaultTextTest.kt#hidePolicyCoversLearnedValuesAndReferenceFallbacks
compat-unmetered-network	background-refresh	表示上のWi-Fi条件はsampleと同じく非従量制ネットワークで判定し有線LAN等も不当に除外しない	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatForegroundChecksTest.kt#historicalWifiPolicyUsesThePlatformUnmeteredSignalAndNoneNeverRuns
compat-cache-location	settings	通常画像は端末／外部SD、カタログ画像は内部／端末／外部SDを選べ速度・実空き容量・利用不可状態をsample同様に示しAPKのraw値で実際のローダーへ反映する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatPreferenceSchemaTest.kt#removableCacheChoiceShowsUnavailableWithoutPretendingItCanBeSelected;shared/src/commonTest/kotlin/compat/CompatibilityCacheQuotaTest.kt#parsesFinalApkCacheLocationValuesAndEarlierDisplayLabels;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#storageMatchesReferenceRowsDialogsRawValuesAndSeparateCacheUsage
